id,time,antenna,rssi,phase,channel,channelNum,epc
334,2595519,3,-61.5,2.9575149590435164,920.625,0,FFFF
335,2604737,0,-45.0,3.8963112012295285,920.625,0,FFFF
336,2607590,0,-45.0,3.8840393549264434,920.625,0,FFFF
337,2617124,1,-50.0,3.1354567304382504,920.625,0,FFFF
338,2619450,1,-50.0,3.172272269347506,920.625,0,FFFF
339,2628873,2,-65.5,3.816544200259475,920.625,0,FFFF
340,2632079,2,-65.0,3.9085830475326135,920.625,0,FFFF
341,2641304,3,-61.5,2.8838838812250054,920.625,0,FFFF
342,2643877,3,-61.5,2.9022916506796332,920.625,0,FFFF
343,2653641,0,-45.0,4.080388895775806,920.625,0,FFFF
344,2656240,0,-45.0,4.104932588381976,920.625,0,FFFF
345,2665764,1,-49.5,3.368621810196868,920.625,0,FFFF
346,2668436,1,-50.0,3.399301425954581,920.625,0,FFFF
347,2677665,2,-64.5,3.6692820446224537,920.625,0,FFFF
348,2680266,2,-65.0,3.7429131224409646,920.625,0,FFFF
349,2690036,3,-61.5,2.8716120349219203,920.625,0,FFFF
350,2692476,3,-61.0,2.9206994201342606,920.625,0,FFFF
351,2702234,0,-45.0,4.276738436625168,920.625,0,FFFF
352,2704877,0,-45.0,4.313553975534423,920.625,0,FFFF
353,2716873,1,-50.0,3.6017868899554855,920.625,0,FFFF
354,2719238,1,-50.0,3.6263305825616556,920.625,0,FFFF
355,2728743,2,-65.0,3.6876898140770815,920.625,0,FFFF
356,2731321,2,-65.0,3.5956509668039427,920.625,0,FFFF
357,2741083,3,-61.0,2.82252464970958,920.625,0,FFFF
358,2743726,3,-61.0,2.8532042654672924,920.625,0,FFFF
359,2752915,0,-45.5,4.540583132141498,920.625,0,FFFF
360,2755775,0,-45.5,4.552854978444583,920.625,0,FFFF
361,2766439,1,-51.0,3.8288160465625602,920.625,0,FFFF
362,2768762,1,-51.0,3.8533597391687304,920.625,0,FFFF
363,2778492,2,-65.5,3.448388811166921,920.625,0,FFFF
364,2780819,2,-65.5,3.2213596545598464,920.625,0,FFFF
365,2790297,3,-61.0,2.8286605728611223,920.625,0,FFFF
366,2792869,3,-61.0,2.7857091108003242,920.625,0,FFFF
367,2802784,0,-46.0,4.773748211900116,920.625,0,FFFF
368,2806439,0,-46.0,4.767612288748573,920.625,0,FFFF
369,2815983,1,-51.0,4.098796665230433,920.625,0,FFFF
370,2818547,1,-51.0,4.098796665230433,920.625,0,FFFF
371,2829586,2,-65.5,3.3502140407422405,920.625,0,FFFF
372,2832194,2,-65.5,3.4177091954092087,920.625,0,FFFF
373,2842945,3,-61.0,2.816388726558037,920.625,0,FFFF
